receipt,category
"xxxFor a chance to win gl,oogg r;:
Please tell us how we did today
www . tel lasda.com

INSDE
s S Gy &

ASDA STORES 11D
WWW . ASDA.COM

A y
NAGER 1AN DALE
TEL PPN, 0175352401/

SLOUGH, .
51. 0dtua op. 0v9u36 IE . SO R ooz
Cl EMENT INLS QWWWU)m@ Rl
CLEMENTINES 50540/91(371 L an
LEYTIUGE 000002300:06l ). 10
GRATS G997 £0. /90
CUCUMBER “?()!?985 1 3;368[ o1 ,30“
GRAPLS bob}089(9a41— b DOV
€l EANING 800654037749 £2.00Y
SOUASH 3926440 £1.99V
ATRCARE 50b0177027?? e
Eﬂﬁév”ﬁﬁﬁﬁs 202773801610 £1.50V
PO1 NOODLE 500011820323 gg_;gg
pOT NOODLE 500011820 0.750
pol NOODLE 500011820354 Lo'lsn
POT NOODLE 500011820354 gl'oon
ASDA BAKE 000002732579 g1.250
MINI OREO 762220180202 £ 20
CHOCOLATE 761303990571 21.500
NOODLES 844529043577 £2..5D

ASDA FUSILLL 000002104314 £0.7
SWEETS 400990054616 £1.25V
BISCUINS 301776036339 £1.25V
CHOCOLATE 500015955034 £1.65V
SWEETS 400990054610 £1.25V
SWEETS 501203595227 £1.25V
SQUARES 505932100344 £1.99v
MINIS 503466052151 §1.§0V
SWEETS 505717209197 £0.30V
SWEETS 505717209197 £0.30V
SWEETS 505717209197 £0.30V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 505717209190 £0.35V
SWEETS 501047853391 £0.25V
SWEETS 501047853391 £0.25V
CHOCOLATE 500015954656 £2.50V
CHEESE 5054070275641 £2.55D
CHEESE 505407027564 £2.55D
CRISPS 505244963797 £0.90V
BURGER 509955602504 £0.90D
BURGER 509955602168 £1.25D
BURGER 509955602168 £1.25D
AEROSOL CRM 505141368094 £1.350
SHOWER GEL 871895142791 £1.75V
DRINK 885038910315 £1.25v
FEMCARE 505717272849 £0.500
FEMCARE 505717272849 £0.50D
FEMCARE 401540068035 £1.00D
250G BAKING 505141367958 £0.850
CHICKEN 506047999701 £1.10D
SALAMI 503452500326 £2.10D
FRANKFURTERS %03452500937 £1.90D
ELMLFA 871920020476 £1.30D
ELMLEA 871920020476 £1.30D
LIVER 024192000161 £1.61D
CHICKEN 505717210596 £4.70D
L AUNDRY 872018133204 £4.00V
WATER 505476156925 £2.00V
WATER 505478156925 £2.00V
ROLL WRAP 506308906778 £1.00V
Asda Rewarus -£1.00

Asda Rewards

MULTIBUY SAVINGS

Checse 2f£4.5 2901. -£0.60
Produce, 2fx2 1758
x2 MUL 1TBUY SAVINGS £1.30
YOU SAVED £1.9
1c £78.48
(WP IVIN 878.48

T01A EPS £/8.
EPS NO. 602/ 8.48

ALD A000000V031010
C1.80 CV:6488868989A64B1 A
viea DEBII
aevice Verified
A/(; N()_ AXXRKX XKXR ARAKX btfl.) 0OcC
IRMINAL No. 0015990016
AUTHIORISATION No . 000349
Visa Contaclless
30710/23 1006 12

CHANGE D (.00

prEASE KL ”f\; IS copy | on YouR HIL{:(.)I(HH

S

t
at Asda.com for
hiome delivery or ol bectyon n storoe

30710723 10:06: 20

126 9934 1618 106
I
i
Shop orn

",Groceries
"Sijol| (@
WWW.UNIQL.0.COM

Bluewater

Upper Thames Walk Bluewater
Dartford DAS 2SR

Tel: 0207 885 4930

VAT Reg Nu: 8200 6057 57

% Receiplt *xx

24/06/2023

<0u37> [15:53]
M CHINO SHORTS
2000174192363 1 £24.90 T
Shopping bag £0.20 T

Units sold i

Suibtotal 25 .10

TOTAL £25.10

Payment Methog

Card / Contactless £25.10
VISA
Tax inclusive:
20.00% of £25.10 £4.18
Receipt no. 0037-2023-0b-24-22-018Z

UG RIS
Please retain your receipl. UNIOHG will exchange or
refuad all itemds) by the vnginast method of payinent as
pu%gdslheﬁtanqs}afﬂr£ﬁurnedin<aresakﬂﬂeainuﬁU(ﬁ&
(with wriginad packaging, 1ags and/or labmle) within 28
days ta any UK LNIQLO Store, Al nsioie purdhases
st be returned i store and .annol be relurned via
st Pleaso be advised, bowaever, that the following
iten(s) cannol be retwmed;
1) innerweas funder wead /suianiwedrf inasks/beddug &
bedsheels due o hygiene j2asons
2 Personalised itemls) (e g, altered)

B RE
",Personal Upkeep
"Boots UK Limited
Slough Boots UK - 1905
(01753) 576232

24/09/2023 14:5\
Served by: ZAHID
REDEMPTIUN o . P1S

- 36U N ot >
g¥ Glow Essence } Sﬁb

B TAVE@ 0 A L L et AﬂﬂE.uhE.‘iﬂ S W W T
(Includes previous Bts.Glou Essence)
SA 50 PTS

VING No., TS0

TOTAL TO REDEEN '""_’ ; 450 PTS

__._.....—......-.___..,—_‘,_,_.h,.._.. —t - .

| - HDVHNTHGE CHRD STATEMENT
POINTS USED 450
Points to Spend In Store 111

i

*****%*7\'%% x o1

i

",Personal Upkeep
"TESCEO

Fpig gl

Frrat ton Extia
Al questions please visit
Wiy . L@ssco . come St()l Q- ‘ ocalol
VAT Number: (B 220 4302 91

{  Comfurt Creations Waterlily & £ .79
Lime Fabric Conditioner 48 W
1<440m| | 5
] [t“ >0Q A } l’\efl ] ] Pdd 300 qu' b &:\%703
i  Fehreze Alr Mlqk rl‘bh L.inen £2.950
Air Freshenar 189ml .
1 Costa Creany Lapputc1no Coffee 2.
6 X 179 B
Cc £1.85 ""29""52
1 Tesco Mother's Day Card Mum £2.29
vou're Magic (charity Card) o
1 Cadbury Oreo Bites Chocolate £1.659
Bag 110g B B
e e :
Subtotal QEG gg
Savings: -90'55
Plomotlonb o RS
O e
TOTAL : %1 75
Card B
Clubcard points e&rned' 4?%
Club(atd Du]ﬂtw bd]dﬂt B -0
fastercard Debit AD00000041010
AIU' - wxxwwwwwwwww3570
Number : 00
Pari sequence No: 61085
Authorisation cocle : 26254805

Mer-chant

ea—— -

[ i
e

A Lhdhce o win a P1000 Twao q1ft card
and collect 29 tlubtard P01H1b

Vi‘ll www L@u(uviewe rmm L5 & x“s dnnlv

e
",Groceries
"ANY
) 3
[\ ST
. N - \;1: :\ ‘ ‘
. RN YN ; . [
SN S
- SR
I IREL WA FEEN B ‘
oY ot
IR SV
\“ }‘»{) . N
\\&5\;\ t}xl‘\ ) “i‘
SRV e
\11\\\“\ b‘\\\ o
vy ‘.
MR
i
N R LN
=R (7 RSN
I'[==CO e
| > o
LT T T e A
h A
Southsea Elm Grove Express ""
R B
¥ >

Any questions please visit
www.tesco.com/store-locator
VAT Number: GB 220 4302 31

1 Walkers Baked Salted Grab Bag £1.10
Crisps 37.5g '
1 Tesco British Crumbed Ham £2 50
Slices 1290 G
1  Warburtons Farmhouse White e1.75
Bread 800g
6 Banana Each (c) £1 62
£0.27 each
1 Tesco Large Free Range Eggs 6 £1.85
Pack
TOTAL : £8.62
Card £8.62
Clubcard points earned: 8
Clubcard points balance: 80
Visa Credit
AID: A0000000031010
Number:: KXRRRRRRkx*x 4849
Pan sequence no: 00
Authorisation code: 001028
Merchant : 26284805

A chance to win a £1000 Tesco g1ft card
and collect 25 Clubcard po1pts
Visit www.tescoviews.com t's & ¢'s apply.

-—-———-—-——-——-———_-———--————————————-—-—————————

T

01/11/2023 12:35 Store: 2494 Checkout: 208

",Personal Upkeep
"b}

O
X N
lT. l 1{\‘\ U/U ' y

~ LON-Welling
VAT NO. GB350396592

White Facial Tresue 2 x £1.35
Kitchen Foil

Shorthread Firgers 2 » ©0.85
Pain aux Ralsin

Almond Croissant

A1l Butter Croissant

Bananas 3 x £0.78
Bertolli Spread

Marmite

Garlic Granules 0.69

— o A T 4w Bt

RN OO — W

v vy . G e A Wed A\~ A ¥

TOTAL 18.01
CARD - 18.01

kCUaTOMER LOPV% "" PLEASE RETAIN RECEIPT
Date; 26/10/23 Time: 12:11:36 -
MID; «xx75425 S TID: xxwxB5198 ; .
TRNS NO: UK 159882439743299231

Mastercard xrkxxaxkkxxx5119 |
A0000000041010 \
Contact]ess SALE -
Amount £18.01 |

Veri fication Not Required

APPROV AUTH CODE 254607

ED
PLEASE DEBIT ALkOﬁNT WITH TUFAl SHOWN

[

I,. ...,‘.-,.nm)-wm~.“m s —w

VAT RATE SALES £ VAT &
A 0% 8

T

1.03
Enter survey: 11dl.¢o, k/haveynursay
& you can win £100 of Lidl Vouchers

09

",Groceries
";H“F“ﬁaa“v'»

Taplow ¢
Superstore | ..
Any qug&tiOﬂa‘p]ea~ vis AT

Waw. tesco. com/st oCdtor
VAT Nomber : G 5ae 4302 31

1 Glage c2.9Y
B
FPeshéngﬁhEg;?pqe] Alr a0
Cc Air Fresh » 8 Peony 1809 £0.
2 Tesco Spark]ing c2.50
£1.25 each Ing Watep Ex500m1
1 Tesco Biolo 3,42
gical Liquid £
Det
18] goy Per Concentrated
1 Tesco Non Biolo a,42
gical e
Super Concentratpda1 thggﬁe”t
1 gﬁ¥§?rssﬁenbat1ons Thai Sweet ¢2.50
IRRR arin e
Cc Sensationg Sag Crisps 1500 -£0.79
1 Comgort Sunshiny Days Fabric £5.50
conditioner 83 Washes 2490m]
Cc Conditioner -£1.50
1 gam'a Ei]k Chocolate Bites £1.50
ouch Bag 125¢g
2  Tesco Novelty Pumpk1n £3.80
£1.80 each o S
Subtotal: £24.94
Savings: -£3.05
Promotions: -£3.09
TOTAL £21.89
Card B ] £21.89
Clubcard points earnea: _—m__—éi
Clubcard points balance: 549
Visa Credit T -
AID: AOOQOD
Number:: ******x982831010
Pan sequence No: x3812
Authorisation code: 00
Merchant: 004635
26284805

pupriy N et I
———_———.—--—_———-—-—-——-ﬂ -
‘\
-~

A chance to win a £1000 Tes q;; ““““““ o
and collect 29 Clubcard Do t Card
Visit www.tescoviews.com 1's

iy iy
",Groceries
"ANl o

‘ (""Ifl(n Lo win
|) ' (""’q ':‘b l

1 O
| U, IIOW TN (‘l(‘ (“” AR
WWw tel ] asda . rom )d“V al

/ ""‘\\\(“'L};,;[
Ly T ’
&q\\_,"" LQ__N/(~1 - \_ l
ASDA STORES LT
WHYW . ASDA COMU
IELMANAGLR LIAN DALEY
EPIONE 01753-524017
ST. 0a o SLOUGH
MILK 5 poF -, 009035 T 35 1R, 04872
i sl A
PEDICED T( of S £1.
PEARS EA 100

‘\) El 5()
REDUCED To LL00711228(04

PLUMS
GRAPES
SALAD K1y
H'JCUITS
(RACK[RBREAD
PORRILGE
PORRIDCL
SALAD BOwWL
SALAD BOWL
BURGER
COOKED MEAT
SAL.MON
SALMON
SALMON
CHOCOLATE
CHOCOl ATE
~ CHOC. ¢
TEA
ASDA BukE
CELERY
SYRUP |
CHOC COVERIN
BREAD
CAKES
POPCORN
FAB CON
CRISPS
CRISPS
CEREAL
NAPKINS
LASAGNE
L. ASAGNE
MENS TEIS
Asda Rewards

EAR W £0.90p
506308935439~ *2- ng
506?08313306 o1 37“
505717285817 &1 (D
301776036339 ol 13D
501026500050 6o
500010828094, o500
200010828094 £330
205/17285808 0D
505717201474 65 oo
209955602165 £1.2%D
505717212205 ¢2 75D
S TI013601 £4 80D

13601 £4.80D
- u13601 £4.800
LL$400047069 £1.3%5V
503466052024 £1.50V
761303990571 £1 .50V
007017711522 £2.950D
000002732570 £1.00D
000002300346 £0.600
501011590071 £2.40D
000002109190 £0.80D
505478149806 £1.10D
800158500104 £1.50D
500023712702 £1.50V
800109012495 £4q. 75V
500032801332 £2 00V
500032801332 £2 .00V
505931902416 £4.00D
505717208925 £1.00v
5057172302061 £2.00D
5057172302061 £2 00D
505919481351 £18. 00V

MULTIBUY SAYINGS

Pasta-Sauce 2f£3.90

Small Multip

Salad bowls 2f£3.50
QUAKER 2f£4.50

076l
2f£3.25 323L
1671
157L

-£0.50
-£0.75
-£0.50
-€2.90

YOU SAVED £4.2%

No. ITEMS SOLD 36

TOTAL
CASH
CHANGE DUE

TCH 4690 4529 2

L

il

ine at

lll

lilllllll

sda, C

home dél;v?ry or COI]

1/23

£88.02
£90.02

£2,00

II Illl ]
",Groceries
"6-8 UPPER WICKHAM _ANE
WELLING. KENT. DA16 3HE
020 82980047

NIC N EAS SP 77 £5.49

NIC N EAS Sp 77 £5.49
ILOYALTY CUSTOMER: 2661224294712

x%x 2 FOR 9xx -£1.98

:ALANCE DUE 19,00

CARD £9.00

Tetal number of items sold = 2

CHANGE £0.00

YOU _HAVE SAVED

[ S =t SN ——_--.._.—.

TOYAL DISCOUNTS 1 -£.1.98

**X*X*X**WW*WX*k***X**XWW*X*XX*W****X*X*

Carc Number ;2661224294712

Opering Balance 80
Poirts Earned : 9
Clesing Balance : 89

ORCK K AR KKK I K TR K KR KK KKK KKK KK KKK N KK K KK KKK

CUSTGMER RECEIPT
26/1( /2023 13:00:06
RECEIPT NO.:2443¢
MID: N XX45852

ALD: AQDO0000041010
MASTERCARD

XXOOC KXXX OO 5119
_PAN SEQ NO. 107

SALE | GBF9.00
TOTAL GBF9. 00

PLEASE DEBIT MY ACCOUNT
NO CARDHOLDER VERIFICATION
CONTACTLESS ~ .

PLEASE KEEP THIS RECEIPT FOR YOUR
RECORDS

AUTH CODE : R83262

CASHIER NAME: Umesh

C0801 T0O01 13:00:07

RECEXPT NUMBER:5932  STORE: 00774
VAT No: - 777947160

“THANK YOU FOR SHOPPING AT SUPERDRUG

Or-der wvours NHS

srescriptions onl ine

arid get them
del ivered TO your”
door forr FREE

https;//onl1nepharmacy.superdrug.com/

[TID: XXXX0372

260CT2023

-

5
A VO v -
TN -
N :‘: .\ N
L 4
, RS
.- NN
Fu“wﬁ.ﬂ\
N AN ‘Y‘\t&ri

m
%2\

“‘
Try
",Personal Upkeep
"Holland&Barrett

Southsoa 03504
11 Palmerston Road
Soutﬁsua P04 3PZ
Customer Receipt
111l 102 07-12-2023 15:33
Colleague: Allce

ix 047353 ®7.49 each £7.49
H8B ABC TO Z

“sub Total £ 7.49

—
—_— e —— —

il ToPy £ 14

Card: £7.49
wxx Qustoner Copy xxx
Visa OEBIT erxnxrxxxxxB719
A CONTACTLESS
Please debit my account

"" Amount: GBP .49
' Total: GBP 7.49

| CARDHOLDER DEVTCE VERIFIED

Please Keet ~eceipt
for your records

PTID: 33510506
MID: *x02124
T1D: xxx %8634
Date & Time 2023-12-07_}§i§§igg
TR oopE. T T 138556
SEE? CODE 874vtINX
AID: A0000000031010
App Seq e 99
Account On File Registration Details
Result: Registration successful
Token ID: 672384934

Code Rate NET VAT GROSS
20.0 20.0% 6.24 1.248 7.49
VAT REG NO: 211 727 395

Sign Up For Rewards For Life
https://www.hol landandbarrett.com

B R L

¢318ddc5-100e-4034-879f-542ec3bed0f 1

Yo
mi%ﬂtggﬂlness matters to us. Please spare 5
aid g, t0 have your say on how we did today
, ﬁyg chance to win a gift card worth
i 20, Your Wellnegs Q{our Say.

YourWellnessYourSay.com
B -¢”v€?""h5§§5u5

I;:l ‘;EEE.:'§’“=:|‘::l
L] -l.

",Personal Upkeep
"(\\)r
""W chanes y 'w m i ¢

!
N ” ‘l( o ocom

i \\& , _l ﬁ\/

asDA STORES L1D-

[ “'""""

wWW.ASDA . COM

AGER TAN DALLY
ql | ELES“ONL 01753, 574
‘ SLOUG

R.
Plllk ""8 gp. 009034 jE. A
1

Ry, 50547 3156929
\DPICQLI 501363560660
W

5 o ,
Q:' | T L,09089451478
5054070704431
'5407070443L
A WAS
05407041277
o . EAR WAS
My 505717285947
Ly o, 144529074085
lnL 50001574, /641
: LE 8719200704
‘ “ML[A 19200209 6
pkggerg 33820020476
> )000050409(2
FAQTA 505244916716
A§|A §690684004).-

HISCUr $690684003 1

PEANU1« 101776036339

SWEETS 100002721207

SWEETS 05717209190

HEETS 505_7172(13190

CAETS N5717 19190

ASCUlTs 1203592760

-(\, ATE Ot— 171720 4
0015952146

TE 761503990571
501122160264

504955602168

509955602168

it N1B296

;1451

U53934

15932100344

L 10090053215

4RAPS 505141357484

NGODLES §90G0L 33095

L[ 402590022772
CHEESECAKE

09955602504

i GER Q15003

;vum [ADELLA 503 P

( /ﬁNKFUH in 509 525000 :
il)ﬂ]"" INS 00842(‘: )‘ :( ,‘;
Hﬂ'\l IJBA(J 50 gggw ! :’
:'H [ BAG OB 1icray

4
(A0 ’03333
A follq .
L
;:(;du Revialtls e
H)/N l’v w U( ,

/‘s(’(l}ll ’ t/()lj('"" K ’v
a q 12
A 1

VW B !

(:2.00

s £1.29

181
fﬁ OOV
06900
g0
0. 990
). 20D
¢1.390
¢1.3%

¢0. 80D

co 790
VUL
£3. UUD
£1. 300
£1. 3OD
£1.300
£1.50D
£1.00r
£0.8L
£0.¢
£1
£1. .
£0.4du
£0.40V
£0.40V
£1 Al’ (
£i.:

£1.00D
£1.4%D
£2 604
£1.800
£1.80D
£1.50D
£1.70V
£1.00V
£1.00V
£712 .51

£0 .28V
£1 oy
P

]

SV lNU\

0. /0

oy T
",Groceries
"e

xxxfFor a chance 10 win £1,000! rxx
Please tel]l us how we did today at
wWww.tellasda.com

——— e ——

NS
T A )

ASDA STORES L1D.
Wi . ASDA .COM
MANAGER JOE TITLEY
TELEPHONE 02392 841800

PORTSMOUTH,
ST. 04583 OP. 009043 £ 43 IR. 0956
MOISTURISER 506014464245 £6 .00V
FACE SCRUBR 506014464281 £5.50V
TOTAL £11.50

CARD £11.90

TOTAL EPS £11.90
EPS NO. 7794
AID A0D00000041010
CT:80 CV:D99973497AA0768A
DEBIT MASTERCARD
*No Cardholder Verification
A/C NO. »%xxx xxxx xxxx 3570 0 C
TERMINAL No. 0015623076
AUTHORISATION No.210353
PayPass Contactless

17/04/24 17:18:58

CHANGE DUE £0.00

PLEASE KEEP THIS COPY FOR YOUR RECORDS

WU i

C# 2197 7854 ‘1368 6514 8694
] i ! i ‘ HE !

AN
Shop online «i Asda.com for easy
home delivery o collection_jn store

17/04/24  17:19.05

",Groceries
"v 5 "" |~ ) /\ N LS TR
R N Y
LTI e T LT
T iMlow S
nerstore
ANy questions Dl@us( vieit

Www. tesco. com/store-
\
VAT Number: GB 220 4%6;”41

! Aw23 F&F Shirt 3 Pack Ss Girls 12
Starter White 13/14 #00

Bte 3 For 2 -£3.76

I8F Shirt Aw22 3 Pack Ss Sli £10 .00
White 14715

Bts 3 For 2 -£3.12

~ F&F Shirt Aw23 3 Pack Ss Bovy £10.00
White 14/15

Bts 3 For 2 -£3.12

1 Ss23 Ff Shorts Carol Short £16.00

Hou Multi 6
tlas £16.0000 Now £6.00 -£10.00
) Ss23 Ff  Shorts Utility Short £18.00

L Blue 6
\las £18.0000 Now £5.00 ~-£13.00

Nestle Kitkat Milk Chocolate £3.50
Cereal 3309
Cc Cereal -£1.00
Mini Danish Selection 5 Pack £1.75
Cc Danlsh Pack -£0.25
f{o;;;: ________ £71.25
-£34.25
r dlngS
- Cromotions: ___jf??_?j
L TTTTT £37.00
OT&ééd £37.00
“lubecard points earned: 37
~ lubcard points balance: 20%-
/’ /isa Credit
AID: AQOCOO0ANILTAD
mber: KHKKKKKKKKKKDDVN L
N $eq - N
‘a1 sequence NA:
thorisation code: O0ELAN
""
rohant: PRI
by e NCY Tf\t | d ?]( )0 TeS(IO g -f ard
",Groceries
